Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
1208,LEGO Batman: The Videogame,Wii,2008,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.3,,1.8,0.98,,0.29,3.08
1209,Saints Row 2,X360,2008,Action,THQ  ,Volition Inc.  ,7.9,,1.98,0.79,0.02,0.28,3.07
1210,Donkey Kong,GB,1994,Platform,Nintendo  ,Nintendo EAD  ,,,1.57,0.62,0.55,0.34,3.07
1211,New Super Luigi U,WiiU,2013,Action,Nintendo  ,Nintendo  ,7.8,,1.25,0.75,0.22,0.2,2.42
1212,The Sims: Vacation,PC,2002,Simulation,Electronic Arts  ,Maxis  ,,,1.72,1.21,,0.14,3.07
1213,Call of Duty: Ghosts,XOne,2013,Shooter,Activision  ,Infinity Ward  ,7.5,,1.92,0.86,,0.28,3.07
1214,LEGO Batman: The Videogame,DS,2008,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.8,,1.75,1.02,,0.29,3.06
1215,Borderlands 2,X360,2013,Shooter,2K Games  ,Gearbox Software  ,,,1.89,0.88,0.04,0.26,3.06
1216,Fire Emblem Fates,3DS,2016,Role-Playing,Nintendo  ,Intelligent Systems  ,,,0.99,0.31,0.53,0.14,1.98
1217,Kung Fu Panda,X360,2008,Platform,Activision  ,Luxoflux  ,7.5,,1.91,0.84,,0.29,3.05
1218,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts  ,BioWare  ,,,1.94,0.84,0.03,0.24,3.04
1219,Rhythm Heaven,DS,2009,Music,Nintendo  ,Nintendo SPD Group No.1  ,8.5,,0.55,0.5,1.93,0.14,3.12
1220,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,0.97,1.15,0.5,0.42,3.04
1221,Rayman,PS,1995,Platform,Ubisoft  ,Ubisoft Montpellier  ,7.0,,1.54,1.33,,0.16,3.03
1222,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft  ,Ubisoft  ,9.3,9.1,1.85,1.04,,0.13,3.02
1223,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo  ,Nintendo IRD  ,,,2.03,0.47,0.45,0.07,3.02
1224,Professor Layton and the Unwound Future,DS,2010,Adventure,Nintendo  ,Level 5  ,8.4,,0.61,1.58,0.82,0.27,3.28
1225,SoulCalibur IV,All,2008,Fighting,Namco Bandai Games  ,Project Soul  ,,,,,,,
1226,Yoshi's Crafted World,NS,2019,Platform,Nintendo  ,Good-Feel  ,7.8,,,,,,
1227,Age of Empires,PC,1997,Strategy,Microsoft  ,Ensemble Studios  ,,,0.01,,,0.0,0.01
1228,Bastion,All,2011,Role-Playing,Warner Bros. Interactive Entertainment  ,Supergiant Games  ,,,,,,,
1229,Battlefield 1942,All,2002,Shooter,Electronic Arts  ,Digital Illusions CE  ,,,,,,,
1230,BioShock 2,All,2010,Shooter,2K Games  ,2K Marin  ,,,,,,,
1231,Chivalry,Series,2007,Action,Torn Banner Studios  ,Torn Banner Studios  ,,,,,,,
1232,Civilization II,All,1996,Strategy,Microprose  ,MicroProse  ,,,,,,,
1233,Code Vein,Series,2019,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Studios  ,,,,,,,
1234,Code Vein,All,2019,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Studios  ,,,,,,,
1235,Command & Conquer,All,1995,Strategy,Virgin Interactive  ,Westwood Studios  ,,,,,,,
1236,Control,All,2019,Action-Adventure,505 Games  ,Remedy Entertainment  ,,,,,,,
1237,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive  ,Argonaut Games  ,7.6,,1.57,1.79,,0.2,3.56
1238,Crysis,PC,2007,Shooter,Electronic Arts  ,Crytek  ,9.2,8.5,,0.69,,0.02,0.71
1239,Crysis 2,All,2011,Shooter,Electronic Arts  ,Crytek  ,,,,,,,
1240,Demon Slayer: Kimetsu no Yaiba – The Hinokami Chronicles,All,2021,Fighting,Sega  ,CyberConnect2  ,,,,,,,
1241,Dishonored,PC,2013,Action,Bethesda Softworks  ,Arkane Studios  ,,,0.27,0.19,,0.05,0.51
1242,Disney Infinity,All,2013,Action-Adventure,Disney Interactive Studios  ,Heavy Iron Studios / Avalanche Software  ,,,,,,,
1243,Driver 3,All,2004,Action-Adventure,Atari  ,Reflections Interactive  ,,,,,,,
1244,Enter the Gungeon,All,2016,Shooter,Devolver Digital  ,Dodge Roll  ,,,,,,,
1245,Fable,XB,2004,Role-Playing,Microsoft Game Studios  ,Big Blue Box  ,8.6,,1.99,0.58,,0.09,2.66
1246,Farming Simulator 15﻿,All,2014,Simulation,Focus Home Interactive  ,Giants Software  ,,,,,,,
1247,Farming Simulator 22,All,2021,Simulation,Giants Software  ,Giants Software  ,,,,,,,
1248,Final Fantasy XVI,PS5,2023,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
1249,Frogwares' Sherlock Holmes,Series,2003,Adventure,The Adventure Company  ,Frogwares  ,,,,,,,
1250,Game Party,Series,2007,Party,Midway Games  ,FarSight Studios  ,,,,,,,
1251,Gears of War 3,X360,2011,Shooter,Microsoft Studios  ,Epic Games  ,9.1,,4.05,1.59,0.07,0.5,6.22
1252,Ghostbusters: The Video Game,All,2009,Action-Adventure,Atari  ,Terminal Reality  ,,,,,,,
1253,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,,,1.23,0.72,0.04,0.41,2.4
1254,Gungeon,Series,2016,Action-Adventure,Devolver Digital  ,Dodge Roll  ,,,,,,,
1255,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios  ,Bungie  ,8.7,,4.34,1.34,0.06,0.61,6.35
1256,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment  ,Quantic Dream  ,8.8,8.6,1.29,1.24,0.06,0.48,3.06
1257,Jurassic World Evolution,All,2018,Simulation,Frontier Developments  ,Frontier Developments  ,,,,,,,
1258,Kinect Sports,X360,2010,Sports,Microsoft Game Studios  ,Rare Ltd.  ,7.4,,3.92,1.73,0.03,0.55,6.23
1259,Kingdom Come: Deliverance,All,2018,Role-Playing,Deep Silver  ,Warhorse Studios  ,,,,,,,
1260,Left 4 Dead,X360,2008,Shooter,Valve Corporation  ,Certain Affinity / Valve Software  ,8.7,9.0,2.66,0.49,0.05,0.31,3.52
1261,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts  ,Certain Affinity / Valve Software  ,9.0,,2.67,0.88,0.05,0.38,3.97
1262,Life is Strange,All,2015,Adventure,Square Enix  ,DONTNOD Entertainment  ,,,,,,,
1263,Little Nightmares,All,2017,Platform,Bandai Namco Entertainment  ,Tarsier Studios  ,,,,,,,
1264,Lords of the Fallen,All,2014,Role-Playing,Bandai Namco Games  ,Deck13 Interactive  ,,,,,,,
1265,Mass Effect: Andromeda,All,2017,Role-Playing,Electronic Arts  ,BioWare  ,,,,,,,
1266,Michael Jackson: The Experience,All,2010,Music,Ubisoft  ,Ubisoft  ,,,,,,,
1267,Middle-earth: Shadow of War,All,2017,Role-Playing,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,,,,,,,
1268,Mortal Kombat,All,1992,Fighting,Midway  ,Midway  ,,,,,,,
1269,Mortal Kombat (2011),All,2011,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,,,,,
1270,MotorStorm,PS3,2007,Racing,Sony Computer Entertainment  ,Evolution Studios  ,8.2,,1.53,1.61,0.06,0.67,3.87
1271,Octopath Traveler,All,2018,Role-Playing,Square Enix  ,Square Enix  ,,,,,,,
1272,Pajama Sam,Series,1996,Adventure,Humongous Entertainment  ,Humongous Entertainment  ,,,,,,,
1273,PGA Tour 2K21,All,2020,Sports,2K Sports  ,HB Studios  ,,,,,,,
1274,Rally Championship,Series,2000,Racing,Electronic Arts  ,Red Rat Software  ,,,,,,,
1275,Risk of Rain,All,2013,Platform,Chucklefish  ,Hopoo Games  ,,,,,,,
1276,Shantae,Series,2002,Platform,Capcom  ,WayForward  ,,,,,,,
1277,Shaun White Snowboarding,All,2008,Sports,Ubisoft  ,Ubisoft Montreal  ,,,,,,,
1278,Sid Meier's Civilization IV,PC,2005,Strategy,2K Games  ,Firaxis Games  ,9.4,,0.02,0.12,,0.02,0.16
1279,Sonic and the Secret Rings,Wii,2007,Platform,Sega  ,Sonic Team  ,6.7,,1.23,1.19,0.04,0.3,2.75
1280,Sonic Rush,DS,2005,Platform,Sega  ,Dimps Corporation  ,7.8,,1.21,1.56,0.06,0.29,3.13
1281,Space Engineers,PC,2019,Simulation,Keen Software House  ,Keen Software House  ,,,,,,,
1282,Syberia,Series,2002,Adventure,Microids  ,Microids  ,,,,,,,
1283,The Simpsons: Hit & Run,All,2003,Action-Adventure,Vivendi Games  ,Radical Entertainment  ,,,,,,,
1284,Torchlight II,PC,2012,Role-Playing,Runic Games  ,Runic Games  ,,,,0.0,,0.0,0.0
1285,V Rising,PC,2022,Action-Adventure,Stunlock Studios  ,Stunlock Studios  ,,,,,,,
1286,Warcraft II: Tides of Darkness,PC,1996,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,,1.7,2.27,,0.23,4.21
1287,Warcraft II: Tides of Darkness,PC,1995,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,
1288,Warhammer: Vermintide,Series,2015,Action,Fatshark  ,Fatshark  ,,,,,,,
1289,World War Z,All,2019,Shooter,Mad Dog Games  ,Saber Interactive  ,,,,,,,
1290,WWE 2K15,All,2014,Sports,2K Sports  ,THQ  ,,,,,,,
1291,WWE 2K17,All,2016,Sports,2K Sports  ,THQ  ,,,,,,,
1292,Your Shape,Series,2009,Sports,Ubisoft  ,Ubisoft  ,,,,,,,
1293,WWE SmackDown! vs. Raw 2006,PS2,2005,Fighting,THQ  ,Yuke's  ,8.4,,1.57,1.02,,0.41,3.0
1294,Kirby Super Star Ultra,DS,2008,Platform,Nintendo  ,HAL Laboratory  ,7.3,,1.55,0.04,1.19,0.15,2.92
1295,Star Fox,SNES,1993,Shooter,Nintendo  ,Argonaut Games  ,,,1.61,0.51,0.8,0.07,2.99
1296,The Sims: Livin Large,PC,2000,Misc,Electronic Arts  ,Maxis  ,,,1.67,1.18,,0.13,2.99
1297,World Soccer Winning Eleven 6 International,PS2,2003,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.12,1.26,1.16,0.45,2.99
1298,Far Cry 3,X360,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,1.38,1.33,0.02,0.25,2.98
1299,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,7.8,,1.63,0.51,0.35,0.18,2.68
1300,Style Savvy,DS,2009,Simulation,Nintendo  ,syn Sophia  ,7.6,,0.62,0.82,0.96,0.18,2.58
1301,Super Meat Boy,PC,2010,Platform,Unknown  ,Team Meat  ,9.2,,,0.0,,0.0,0.0
1302,Yokai Watch,3DS,2015,Role-Playing,Nintendo  ,Level 5  ,7.7,,0.44,0.68,1.34,0.09,2.55
1303,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment  ,Insomniac Games  ,8.7,,1.44,0.83,0.26,0.25,2.78
1304,The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,Nintendo  ,Nintendo EAD  ,8.7,,1.4,0.92,0.74,0.26,3.32
1305,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts  ,EA Digital Illusions CE  ,8.9,8.8,1.33,1.11,0.08,0.44,2.96
1306,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive  ,IO Interactive  ,,,1.36,1.15,0.04,0.41,2.96
1307,Mario Party: Island Tour,3DS,2013,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",5.5,,0.66,1.04,0.56,0.14,2.4
1308,Street Fighter IV,X360,2009,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.3,9.3,1.83,0.7,0.15,0.26,2.95
1309,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ  ,Yuke's  ,,,1.45,1.11,0.04,0.33,2.94
1310,Naruto Shippuden: Ultimate Ninja Storm Trilogy,All,2018,Fighting,Bandai Namco Entertainment  ,CyberConnect2  ,,,,,,,
1311,Wave Race 64,N64,1996,Racing,Nintendo  ,Nintendo EAD  ,9.2,,1.98,0.58,0.34,0.04,2.94
1312,Pac-Man Collection,GBA,2001,Puzzle,Namco  ,Mass Media  ,,,2.07,0.77,0.05,0.05,2.94
1313,Donkey Kong Country Returns 3D,3DS,2013,Platform,Nintendo  ,Monster Games  ,8.6,,0.81,0.75,0.42,0.14,2.13
1314,Pokémon Ranger,DS,2006,Role-Playing,Nintendo  ,HAL Laboratory  ,6.6,,1.28,0.03,0.73,0.12,2.15
1315,Warriors Orochi,Series,2007,Action,KOEI  ,Omega Force  ,,,,,,,
1316,Madden NFL 13,X360,2012,Sports,EA Sports  ,EA Tiburon  ,8.0,,2.53,0.16,,0.24,2.93
1317,Doom (2016),PS4,2016,Shooter,Bethesda Softworks  ,id Software  ,,,0.93,1.48,0.04,0.46,2.92
1318,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios  ,BioWare Edmonton  ,9.2,9.1,1.83,0.79,0.03,0.27,2.91
1319,FIFA 15,X360,2014,Sports,EA Sports  ,EA Canada  ,6.9,,0.8,1.9,,0.21,2.91
1320,Counter-Strike: Condition Zero,PC,2004,Shooter,Sierra Entertainment  ,Turtle Rock Studios  ,6.8,,,0.0,,0.0,0.0
1321,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari  ,Dimps Corporation  ,,,1.63,0.22,0.51,0.06,2.41
1322,Far Cry 2,All,2008,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,,,,,
1323,Final Fantasy III,SNES,1994,Role-Playing,Square  ,SquareSoft  ,9.1,,0.86,,2.55,0.02,3.42
1324,Metroid Dread,NS,2021,Platform,Nintendo  ,Nintendo  ,,,,,,,
1325,Miitopia,All,2017,Role-Playing,Nintendo  ,Nintendo  ,,,,,,,
1326,Nioh,PS4,2017,Action,Sony Interactive Entertainment  ,Team Ninja  ,,,0.34,0.36,0.2,0.14,1.03
1327,WWE SmackDown! vs. Raw 2006,All,2005,Sports,THQ  ,THQ  ,,,,,,,
1328,Mortal Kombat (2011),PS3,2011,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,8.5,,1.98,0.54,,0.38,2.9
1329,Sega Superstars Tennis,X360,2008,Sports,Sega  ,Sumo Digital  ,6.9,,1.75,0.86,,0.28,2.89
1330,Cooking Mama: Cook Off,Wii,2007,Simulation,Majesco  ,Office Create  ,5.9,,1.41,1.12,0.05,0.3,2.89
1331,Hot Shots Golf 3,PS2,2002,Sports,Sony Computer Entertainment  ,Clap Hanz  ,,,0.99,0.32,1.38,0.2,2.89
1332,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision  ,Spark Unlimited  ,,,1.51,1.12,0.01,0.24,2.89
1333,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,,,1.03,1.6,0.05,0.51,3.19
1334,Tales of Vesperia,All,2008,Role-Playing,Namco Bandai Games  ,Namco Tales Studio  ,,,,,,,
1335,Final Fantasy V,All,1992,Role-Playing,Square  ,Square  ,,,,,,,
1336,Imagine: Babyz,DS,2007,Simulation,Ubisoft  ,Visual Impact  ,3.5,,1.3,1.26,,0.31,2.87
1337,Mafia III,PS4,2016,Action-Adventure,2K Games  ,Hangar 13  ,6.9,,0.72,1.67,0.04,0.44,2.87
1338,Subnautica,PC,2018,Adventure,Unknown Worlds Entertainment  ,Unknown Worlds Entertainment  ,,,,,,,
1339,Colin McRae Rally,PS,2000,Racing,Sony Computer Entertainment  ,Codemasters  ,7.9,,0.09,2.43,0.12,0.22,2.87
1340,Wii Music,Wii,2008,Music,Nintendo  ,Nintendo EAD  ,5.6,,1.35,1.12,0.46,0.32,3.25
1341,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.2,,2.09,0.63,0.03,0.11,2.86
1342,Prison Architect,PC,2015,Simulation,Introversion Software  ,Introversion Software  ,,,,,,,
1343,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,1.87,0.57,0.11,0.3,2.85
1344,F-Zero,SNES,1991,Racing,Nintendo  ,Nintendo EAD  ,,,1.37,0.51,0.89,0.07,2.85
1345,Top Gun,Series,1986,Simulation,Ocean Software  ,Ocean Software  ,,,,,,,
1346,Yoshi's Story,N64,1998,Platform,Nintendo  ,Nintendo EAD  ,,,1.29,0.53,0.98,0.05,2.85
1347,The Walking Dead: A Telltale Games Series,PC,2012,Adventure,Telltale Games  ,Telltale Games  ,,,,0.03,,0.0,0.03
1348,Superhot,Series,2016,Shooter,SUPERHOT Team  ,SUPERHOT Team  ,,,,,,,
1349,Metroid Prime,GC,2002,Shooter,Nintendo  ,Retro Studios  ,9.6,9.5,1.96,0.67,0.1,0.09,2.82
1350,Zumba Fitness 2,Wii,2011,Sports,Majesco  ,"Pipeworks Software, Inc.  ",,,1.52,1.05,,0.26,2.83
1351,Madden NFL 10,X360,2009,Sports,EA Sports  ,EA Tiburon  ,8.6,,2.52,0.09,,0.22,2.83
1352,BioShock,X360,2007,Shooter,2K Games  ,2K Australia / 2K Boston  ,9.6,9.5,1.65,0.85,0.05,0.28,2.83
1353,Ni no Kuni,Series,2013,Role-Playing,Namco Bandai Games  ,Level 5  ,,,,,,,
1354,Yoshi's Island: Super Mario Advance 3,GBA,2002,Platform,Nintendo  ,Nintendo EAD  ,,,1.75,0.45,0.62,0.09,2.91
1355,WWE SmackDown! vs. Raw,PS2,2004,Fighting,THQ  ,Yuke's  ,,,1.32,1.08,0.04,0.39,2.83
1356,Finding Nemo,GBA,2003,Platform,THQ  ,Vicarious Visions  ,7.0,,1.59,1.05,0.04,0.14,2.82
1357,Medal of Honor,PS3,2010,Shooter,Electronic Arts  ,EA Los Angeles  ,7.0,,1.28,1.04,0.07,0.43,2.82
1358,Diablo III: Ultimate Evil Edition,PS4,2014,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.83,1.48,0.08,0.44,2.82
1359,Kane & Lynch,Series,2007,Shooter,Eidos Interactive  ,IO Interactive  ,,,,,,,
1360,The Legend of Zelda: A Link to the Past,GBA,2002,Adventure,Nintendo  ,"Flagship Co., Ltd. / Nintendo EAD  ",9.6,,1.75,0.52,0.33,0.1,2.7
1361,Tomb Raider: Legend,All,2006,Action-Adventure,Eidos Interactive  ,Crystal Dynamics  ,,,,,,,
1362,Gran Turismo (PSP),PSN,2009,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,7.8,,0.43,0.91,0.31,1.16,2.82
1363,Thief,Series,1998,Action-Adventure,Eidos Interactive  ,Looking Glass Studios  ,,,,,,,
1364,Persona 4,All,2008,Role-Playing,Atlus  ,Atlus  ,,,,,,,
1365,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts  ,Criterion Games  ,8.9,,1.05,1.24,0.03,0.49,2.81
1366,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft  ,Virtual Toys / Lexis Numerique  ,3.0,,1.32,1.19,,0.3,2.81
1367,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment  ,Guerrilla Games  ,8.2,,1.46,0.87,0.09,0.38,2.81
1368,Hitman: Absolution,PC,2012,Action,Square Enix  ,IO Interactive  ,9.0,,0.03,0.18,,0.01,0.22
1369,2006 FIFA World Cup,All,2006,Sports,EA Sports  ,EA Canada  ,,,,,,,
1370,Baldur's Gate,PC,1998,Role-Playing,Interplay  ,BioWare  ,9.2,,,0.0,,0.0,0.0
1371,Beyond: Two Souls,All,2013,Action-Adventure,Sony Computer Entertainment  ,Quantic Dream  ,,,,,,,
1372,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix  ,ChunSoft  ,,,,,2.78,0.01,2.79
1373,Hollow Knight,Series,2017,Action-Adventure,Team Cherry  ,Team Cherry  ,,,,,,,
1374,Hollow Knight,All,2017,Action-Adventure,Team Cherry  ,Team Cherry  ,,,,,,,
1375,Infestation: Survivor Stories,PC,N/A,Action-Adventure,Unknown  ,Hammerpoint Interactive  ,,,,,,,
1376,Madden NFL 07,PS2,2006,Sports,EA Sports  ,EA Tiburon  ,8.5,,3.63,0.24,0.01,0.61,4.49
1377,Magicka,PC,2011,Role-Playing,Paradox Interactive   ,Arrowhead Game Studios  ,7.6,,,0.02,,0.0,0.03
1378,Tom Clancy's Splinter Cell: Pandora Tomorrow,All,2004,Action-Adventure,Ubisoft  ,Ubisoft  ,,,,,,,
1379,Ultimate Marvel vs. Capcom 3,All,2011,Fighting,Capcom  ,Capcom  ,,,,,,,
1380,Hot Shots Golf,PS,1998,Sports,Sony Computer Entertainment  ,Camelot Software Planning  ,,,0.29,0.2,2.13,0.18,2.79
1381,Trine 2,PC,2011,Platform,Frozenbyte  ,Frozenbyte  ,,,,0.03,,0.01,0.04
1382,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision  ,Toys for Bob  ,8.0,,1.35,1.15,,0.3,2.79
1383,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment  ,Traveller's Tales  ,3.6,,1.96,0.72,,0.11,2.79
1384,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ  ,Yuke's  ,,,1.19,1.15,0.04,0.41,2.79
1385,Mortal Kombat Trilogy,PS,1996,Fighting,Midway Games  ,Avalanche Software  ,,,1.98,0.7,,0.11,2.79
1386,NBA Street,PS2,2001,Sports,EA Sports BIG   ,NuFX  ,,,2.19,0.22,,0.38,2.79
1387,The Sims,PS2,2003,Simulation,Electronic Arts  ,Edge of Reality  ,,,1.41,1.12,,0.24,2.77
1388,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts  ,LucasArts  ,7.1,,1.74,0.78,,0.26,2.77
1389,Saints Row: The Third,X360,2011,Action,THQ  ,Volition Inc.  ,8.3,,1.26,1.14,0.07,0.3,2.77
1390,Tekken 7,PS4,2017,Fighting,Namco Bandai Games  ,Namco Bandai Games  ,,,0.6,0.72,0.12,0.26,1.7
1391,Valkyria Chronicles,Series,2008,Role-Playing,Sega  ,Sega  ,,,,,,,
1392,Battlefield 3,PC,2011,Shooter,Electronic Arts  ,Dice  ,8.9,,0.89,1.44,,0.43,2.76
1393,The Binding of Isaac: Rebirth,PC,2014,Action,Nicalis  ,Nicalis  ,,,,,,,
1394,Resident Evil,PS,1996,Action,Capcom  ,Capcom  ,8.6,,2.05,1.16,1.11,0.73,5.05
1395,Need for Speed: Most Wanted (2012),PS3,2012,Racing,Electronic Arts  ,Criterion Games  ,,,0.71,1.52,0.06,0.45,2.74
1396,Tetris DS,DS,2006,Puzzle,Nintendo  ,Nintendo  ,8.5,,0.63,0.05,1.35,0.08,2.11
1397,L.A. Noire,X360,2011,Adventure,Rockstar Games  ,Team Bondi  ,9.1,,1.55,0.92,0.02,0.24,2.73
1398,Metroid,NES,1987,Adventure,Nintendo  ,Nintendo R&D1  ,,,1.33,0.31,1.04,0.05,2.73
1399,Far Cry: Primal,PS4,2016,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,7.2,,0.63,1.61,0.07,0.41,2.73
1400,Overwatch,XOne,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7,,1.63,0.84,,0.25,2.72
1401,Need for Speed (2015),PS4,2015,Racing,Electronic Arts  ,Ghost Games  ,7.0,,0.59,1.66,0.06,0.41,2.72
1402,Madden NFL 13,PS3,2012,Sports,EA Sports  ,EA Tiburon  ,8.3,,2.12,0.24,,0.36,2.71
1403,Skate 3,X360,2010,Sports,EA Sports  ,EA Black Box  ,8.3,,1.47,0.99,,0.25,2.71
1404,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,1.62,0.84,,0.25,2.71
1405,World Soccer Winning Eleven 7 International,PS2,2004,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,9.2,,0.08,1.24,1.13,0.45,2.9
1406,Divinity: Original Sin,PC,2015,Misc,Focus Home Interactive  ,Unknown  ,,,,0.02,,0.0,0.02
1407,Madden NFL 12,X360,2011,Sports,EA Sports  ,EA Tiburon  ,7.8,,2.43,0.11,,0.16,2.7
1408,1602 A.D.,PC,2000,Simulation,Sunflowers  ,Max Design  ,,,,,,,
1409,James Cameron's Avatar: The Game,All,2009,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,,,,,
1410,Lego Harry Potter: Years 1-4,All,2010,Action-Adventure,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  ,,,,,,,
1411,Mario Party,N64,1999,Misc,Nintendo  ,Hudson Soft  ,7.6,,1.25,0.53,0.87,0.05,2.7
1412,Street Fighter 30th Anniversary Collection,All,2018,Fighting,Capcom  ,Capcom  ,,,,,,,
1413,World of Warcraft: Mists of Pandaria,PC,2012,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,,,0.84,0.76,,0.2,1.81
1414,Call of Duty 3,X360,2006,Shooter,Activision  ,Treyarch  ,8.0,8.4,1.49,0.92,0.02,0.27,2.7
1415,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts  ,Traveller's Tales  ,8.4,,1.85,0.64,0.01,0.19,2.69
1416,Sonic the Hedgehog (2006),All,2006,Platform,Sega  ,Sonic Team  ,,,,,,,
1417,Madden NFL 11,X360,2010,Sports,EA Sports  ,EA Tiburon  ,8.3,,2.38,0.12,,0.19,2.69
1418,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts  ,Criterion Games  ,9.3,,1.23,1.11,,0.34,2.68
1419,Iron Man,All,2008,Action-Adventure,Sega  ,Artificial Mind & Movement  ,,,,,,,
1420,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo  ,AlphaDream Corporation  ,8.0,,0.95,0.75,0.47,0.16,2.33
1421,Mortal Kombat,GEN,1993,Fighting,Arena Entertainment  ,Probe Entertainment Limited  ,,,1.95,0.63,,0.09,2.67
1422,Call of Duty 2: Big Red One,PS2,2005,Shooter,Activision  ,Treyarch  ,8.5,,1.48,0.92,0.01,0.26,2.67
1423,Medal of Honor,PS,1999,Shooter,Electronic Arts  ,DreamWorks Interactive  ,9.3,,1.44,1.09,,0.14,2.67
1424,ARMS,NS,2017,Fighting,Nintendo  ,Nintendo EPD  ,7.9,,0.9,0.48,0.47,0.14,1.99
1425,Guitar Hero: World Tour,X360,2008,Misc,Activision  ,Neversoft Entertainment  ,8.6,,1.78,0.64,,0.25,2.66
1426,WWE SmackDown! Shut Your Mouth,PS2,2002,Fighting,THQ  ,Yuke's  ,,,1.32,1.29,0.04,,2.66
1427,Final Fantasy XIII-2,PS3,2012,Role-Playing,Square Enix  ,Square Enix  ,,,0.78,0.75,0.89,0.23,2.66
1428,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts  ,Team Fusion  ,6.7,,0.86,1.11,0.01,0.67,2.66
1429,Hannah Montana,DS,2006,Action,Buena Vista  ,DC Studios  ,6.5,,1.59,0.8,,0.26,2.65
1430,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts  ,Slightly Mad Studios  ,8.2,,0.69,1.4,0.04,0.52,2.65
1431,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft  ,Ubisoft  ,,,1.15,1.11,,0.4,2.65
1432,Chrono Trigger,All,1995,Role-Playing,Square  ,Square  ,,,,,,,
